date_key,facility_key,district_key,pressure_band_key,outpatient_visits,emergency_arrivals,admissions,discharges,avg_ed_wait_minutes,avg_outpatient_wait_minutes,ed_wait_variance_minutes,outpatient_wait_variance_minutes,bed_occupancy_rate,high_occupancy_flag,staff_hours,overtime_hours,patient_satisfaction_score,access_risk_score
20250129,10,5,1,206,93,6,6,68,27,34,8,0.3189,N,250.8,0,77.7,26.3
20250130,1,1,1,422,137,39,36,68,33,13,9,0.8653,N,826.2,9.9,77.5,28.4
20250130,2,1,1,209,0,0,0,0,37,0,15,0.0,N,87.8,0,84.8,28.3
20250130,3,2,2,507,165,41,36,83,31,23,5,0.8648,N,1033.6,12.6,69.6,38.9
20250130,4,2,2,280,112,8,8,64,30,26,10,0.4484,N,326.0,0,78.6,42.8
20250130,5,3,2,562,179,61,55,92,39,34,14,0.7836,N,1297.2,0,71.8,40.3
20250130,6,3,1,213,0,0,0,0,27,0,6,0.0,N,89.5,0,79.9,30.6
20250130,7,4,1,454,131,31,29,80,25,24,0,0.8595,N,862.1,8.1,77.7,24.0
20250130,8,4,1,207,0,0,0,0,26,0,6,0.0,N,86.9,0,82.9,21.7
20250130,9,5,1,306,99,26,25,70,25,18,2,0.8604,N,618.4,6.2,74.4,26.1
20250130,10,5,1,196,83,4,4,61,27,27,8,0.3617,N,227.8,0,79.2,25.5
20250131,1,1,1,414,129,33,33,93,34,38,10,0.8482,N,790.2,6.1,76.2,33.6
20250131,2,1,1,180,0,0,0,0,32,0,10,0.0,N,75.6,0,85.3,25.0
20250131,3,2,2,530,124,38,37,71,36,11,10,0.8615,N,995.3,13.0,72.4,37.3
20250131,4,2,2,258,106,4,4,73,28,35,8,0.4982,N,292.2,0,73.5,42.4
20250131,5,3,2,683,214,76,69,81,32,23,7,0.8263,N,1457.0,2.4,75.0,36.0
20250131,6,3,1,245,0,0,0,0,30,0,9,0.0,N,102.9,0,78.9,27.8
20250131,7,4,1,391,89,24,25,58,27,2,2,0.8163,N,759.6,0,80.6,21.3
20250131,8,4,1,178,0,0,0,0,29,0,9,0.0,N,74.8,0,86.8,24.8
20250131,9,5,1,354,108,32,31,83,38,31,15,0.8512,N,677.3,5.0,74.1,29.7
20250131,10,5,1,193,83,4,4,67,22,33,3,0.4355,N,226.2,0,78.8,24.3
20250201,1,1,1,359,110,36,35,76,32,21,8,0.8046,N,754.0,0,74.6,27.9
20250201,2,1,1,182,0,0,0,0,32,0,10,0.0,N,76.4,0,80.7,26.8
20250201,3,2,1,452,100,27,28,67,32,7,6,0.7607,N,885.6,0,76.6,33.6
20250201,4,2,2,247,107,4,4,60,30,22,10,0.459,N,287.1,0,75.0,40.0
20250201,5,3,2,534,135,42,45,89,35,31,10,0.8518,N,1164.0,6.7,73.3,36.4
20250201,6,3,1,193,0,0,0,0,27,0,6,0.0,N,81.1,0,79.5,26.0
20250201,7,4,1,379,107,37,39,70,37,14,12,0.7794,N,822.1,0,75.0,27.3
20250201,8,4,1,186,0,0,0,0,21,0,1,0.0,N,78.1,0,86.0,18.1
20250201,9,5,1,308,77,25,25,54,32,2,9,0.7964,N,594.5,0,76.1,23.0
20250201,10,5,1,147,62,4,4,48,33,14,14,0.4194,N,180.9,0,79.2,29.2
20250202,1,1,1,370,110,31,28,75,25,20,1,0.8179,N,740.0,0,72.6,28.2
20250202,2,1,1,163,0,0,0,0,23,0,1,0.0,N,68.5,0,78.9,20.2
20250202,3,2,2,380,108,34,31,88,30,28,4,0.8635,N,881.6,11.9,75.8,37.8
20250202,4,2,1,222,93,6,6,63,22,25,2,0.4729,N,268.0,0,78.6,34.4
20250202,5,3,2,577,173,58,52,78,39,20,14,0.8355,N,1287.7,4.7,72.6,38.0
20250202,6,3,1,177,0,0,0,0,31,0,10,0.0,N,74.3,0,80.2,30.3
20250202,7,4,1,401,132,31,30,79,32,23,7,0.8497,N,834.0,5.5,76.8,25.9
20250202,8,4,1,172,0,0,0,0,31,0,11,0.0,N,72.2,0,82.1,24.5
20250202,9,5,1,268,75,18,19,60,24,8,1,0.8507,N,542.6,3.7,78.4,18.8
20250202,10,5,1,134,53,2,2,50,25,16,6,0.4618,N,157.2,0,76.3,21.1
20250203,1,1,1,438,100,33,33,67,23,12,-1,0.7811,N,775.9,0,76.1,23.1
20250203,2,1,1,249,0,0,0,0,35,0,13,0.0,N,104.6,0,81.6,26.5
20250203,3,2,2,582,191,66,64,95,34,35,8,0.8752,N,1199.5,12.9,69.5,42.4
20250203,4,2,1,224,97,6,6,56,21,18,1,0.476,N,273.0,0,77.9,34.1
20250203,5,3,2,732,219,73,67,83,32,25,7,0.8532,N,1476.7,14.6,74.1,36.5
20250203,6,3,1,256,0,0,0,0,36,0,15,0.0,N,107.5,0,80.7,34.1
20250203,7,4,1,548,170,47,43,89,34,33,9,0.8818,N,1014.9,14.7,71.4,31.3
20250203,8,4,1,215,0,0,0,0,26,0,6,0.0,N,90.3,0,77.9,21.3
20250203,9,5,1,364,92,26,24,63,36,11,13,0.8641,N,643.6,5.2,71.6,21.7
20250203,10,5,1,220,93,6,6,79,33,45,14,0.3536,N,258.6,0,77.7,32.3
20250204,1,1,1,423,110,34,30,72,28,17,4,0.757,N,781.1,0,73.8,27.7
20250204,2,1,1,179,0,0,0,0,26,0,4,0.0,N,75.2,0,79.4,22.3
20250204,3,2,2,521,116,37,37,76,33,16,7,0.8258,N,978.8,1.5,74.6,36.1
20250204,4,2,2,283,124,6,6,73,30,35,10,0.4573,N,331.0,0,73.9,39.1
20250204,5,3,2,747,242,77,71,99,33,41,8,0.8613,N,1522.8,11.8,71.5,39.8
20250204,6,3,1,243,0,0,0,0,25,0,4,0.0,N,102.1,0,82.3,30.9
20250204,7,4,1,497,160,53,55,86,33,30,8,0.9223,Y,1001.4,31.4,73.3,29.7
20250204,8,4,1,219,0,0,0,0,26,0,6,0.0,N,92.0,0,84.4,21.7
20250204,9,5,1,333,112,38,38,82,33,30,10,0.8496,N,693.5,4.2,73.5,28.9
20250204,10,5,1,174,82,4,4,57,27,23,8,0.4875,N,214.8,0,73.4,26.0
20250205,1,1,1,382,92,25,24,74,29,19,5,0.8016,N,705.5,0,78.2,29.6
20250205,2,1,1,189,0,0,0,0,22,0,0,0.0,N,79.4,0,83.7,20.7
20250205,3,2,2,512,145,49,52,86,39,26,13,0.8801,N,1049.3,19.0,75.4,41.8
20250205,4,2,2,277,124,4,4,68,28,30,8,0.4383,N,319.8,0,75.7,40.8
20250205,5,3,1,637,161,42,40,80,28,22,3,0.8207,N,1245.3,0.2,79.5,32.6
20250205,6,3,1,256,0,0,0,0,25,0,4,0.0,N,107.5,0,84.5,28.4
20250205,7,4,1,473,106,35,31,81,31,25,6,0.8733,N,864.9,11.0,72.4,29.1
20250205,8,4,1,184,0,0,0,0,25,0,5,0.0,N,77.3,0,86.2,21.6
20250205,9,5,1,311,89,30,28,68,33,16,10,0.8124,N,627.6,0,76.4,24.5
20250205,10,5,1,193,81,5,5,54,18,20,-1,0.5707,N,228.3,0,84.2,19.3
20250206,1,1,1,410,124,42,41,73,35,18,11,0.8333,N,819.3,2.7,72.9,31.3
20250206,2,1,1,235,0,0,0,0,32,0,10,0.0,N,98.7,0,83.5,28.2
20250206,3,2,2,600,157,39,38,95,42,35,16,0.836,N,1069.2,3.9,77.3,42.3
20250206,4,2,2,285,127,7,7,76,21,38,1,0.4818,N,339.0,0,77.8,39.9
20250206,5,3,1,712,163,50,53,73,35,15,10,0.8006,N,1320.5,0,73.0,33.4
20250206,6,3,2,246,0,0,0,0,35,0,14,0.0,N,103.3,0,79.6,35.2
20250206,7,4,1,469,140,50,49,89,35,33,10,0.8125,N,955.0,0,78.6,31.7
20250206,8,4,1,188,0,0,0,0,31,0,11,0.0,N,79.0,0,79.8,25.6
20250206,9,5,1,309,88,22,20,78,29,26,6,0.8116,N,593.5,0,74.2,26.1
20250206,10,5,1,190,88,4,4,64,25,30,6,0.4341,N,229.3,0,81.9,25.9
20250207,1,1,1,457,132,32,31,74,34,19,10,0.7983,N,812.8,0,78.3,31.6
20250207,2,1,1,224,0,0,0,0,29,0,7,0.0,N,94.1,0,80.1,22.9
20250207,3,2,2,445,140,50,47,75,36,15,10,0.8686,N,1011.8,13.0,76.6,36.5
20250207,4,2,2,254,113,4,4,66,23,28,3,0.3886,N,296.6,0,82.5,36.3
20250207,5,3,1,642,165,45,47,80,23,22,-2,0.802,N,1263.8,0,76.4,30.5
20250207,6,3,1,231,0,0,0,0,28,0,7,0.0,N,97.0,0,78.8,29.4
20250207,7,4,1,466,158,51,48,94,26,38,1,0.9101,Y,974.4,15.9,73.7,27.4
20250207,8,4,1,207,0,0,0,0,29,0,9,0.0,N,86.9,0,85.7,23.6
20250207,9,5,1,325,80,26,26,63,37,11,14,0.8487,N,610.8,5.5,75.7,25.4
20250207,10,5,1,169,80,6,6,66,25,32,6,0.4383,N,218.1,0,73.2,25.6
20250208,1,1,1,348,108,27,26,81,34,26,10,0.8229,N,710.0,0.5,81.2,31.0
20250208,2,1,1,201,0,0,0,0,29,0,7,0.0,N,84.4,0,81.3,24.3
20250208,3,2,2,461,111,32,33,80,36,20,10,0.8366,N,921.0,4.8,72.4,35.8
20250208,4,2,1,234,100,5,5,50,21,12,1,0.46,N,277.3,0,81.4,30.2
20250208,5,3,1,475,130,44,45,64,22,6,-3,0.8433,N,1134.8,5.4,79.4,28.3
20250208,6,3,1,212,0,0,0,0,23,0,2,0.0,N,89.0,0,82.4,30.2
20250208,7,4,1,390,114,32,34,66,32,10,7,0.7978,N,814.8,0,75.4,23.9
20250208,8,4,1,142,0,0,0,0,25,0,5,0.0,N,59.6,0,83.0,23.7
20250208,9,5,1,291,74,18,17,55,29,3,6,0.812,N,554.4,0,79.4,20.5
20250208,10,5,1,135,62,2,2,41,20,7,1,0.4286,N,166.3,0,77.8,19.5
20250209,1,1,1,340,112,40,36,69,33,14,9,0.8435,N,761.4,4.0,72.9,30.7
20250209,2,1,1,152,0,0,0,0,25,0,3,0.0,N,63.8,0,74.3,25.2
20250209,3,2,1,405,105,34,32,67,21,7,-5,0.8036,N,892.5,0,79.7,31.6
20250209,4,2,2,211,99,3,3,70,26,32,6,0.4445,N,255.7,0,77.9,38.8
20250209,5,3,1,499,167,41,44,66,28,8,3,0.844,N,1171.1,7.7,78.7,28.8
20250209,6,3,1,178,0,0,0,0,26,0,5,0.0,N,74.8,0,83.1,27.4
20250209,7,4,1,367,105,29,27,79,38,23,13,0.7834,N,781.6,0,73.3,29.7
20250209,8,4,1,158,0,0,0,0,20,0,0,0.0,N,66.4,0,85.4,19.8
20250209,9,5,1,257,72,24,26,52,34,0,11,0.7875,N,557.8,0,78.0,23.6
20250209,10,5,1,138,54,3,3,35,23,1,4,0.3979,N,164.4,0,80.5,19.5
20250210,1,1,1,474,109,31,32,71,33,16,9,0.8495,N,796.2,6.0,71.9,27.7
20250210,2,1,1,224,0,0,0,0,31,0,9,0.0,N,94.1,0,85.0,24.3
20250210,3,2,2,555,181,49,46,89,30,29,4,0.8764,N,1107.2,14.3,76.8,38.2
20250210,4,2,2,285,110,8,8,58,30,20,10,0.4944,N,326.9,0,79.9,37.0
20250210,5,3,2,747,229,62,67,90,28,32,3,0.8006,N,1450.4,0,74.7,35.7
20250210,6,3,1,242,0,0,0,0,30,0,9,0.0,N,101.6,0,84.8,32.0
20250210,7,4,1,475,150,37,37,85,33,29,8,0.8604,N,915.8,9.3,72.2,26.6
20250210,8,4,1,230,0,0,0,0,31,0,11,0.0,N,96.6,0,79.5,26.5
20250210,9,5,1,390,121,30,32,85,39,33,16,0.913,Y,701.5,13.6,73.2,33.1
20250210,10,5,1,221,87,6,6,70,25,36,6,0.5666,N,253.4,0,76.8,31.8
20250211,1,1,1,444,107,27,25,70,35,15,11,0.813,N,761.9,0,72.9,28.8
20250211,2,1,1,246,0,0,0,0,35,0,13,0.0,N,103.3,0,84.9,29.8
20250211,3,2,2,516,120,30,32,83,35,23,9,0.8171,N,951.8,0,74.0,37.5
20250211,4,2,2,284,132,8,8,89,30,51,10,0.3275,N,347.2,0,74.1,46.7
20250211,5,3,2,585,185,61,56,81,36,23,11,0.7655,N,1315.5,0,74.9,36.0
20250211,6,3,1,280,0,0,0,0,29,0,8,0.0,N,117.6,0,82.0,27.6
20250211,7,4,1,451,123,41,43,74,30,18,5,0.8522,N,892.9,5.5,75.5,27.8
20250211,8,4,1,204,0,0,0,0,30,0,10,0.0,N,85.7,0,80.7,24.6
20250211,9,5,1,287,80,27,28,76,31,24,8,0.8192,N,593.9,0,74.5,23.6
20250211,10,5,1,214,81,5,5,53,18,19,-1,0.4716,N,239.8,0,79.8,19.4
20250212,1,1,1,398,95,24,23,62,24,7,0,0.8004,N,713.1,0,80.8,22.5
20250212,2,1,1,223,0,0,0,0,25,0,3,0.0,N,93.7,0,82.9,24.8
20250212,3,2,2,561,157,41,42,94,35,34,9,0.8135,N,1055.7,0,76.8,41.2
20250212,4,2,1,255,101,4,4,61,21,23,1,0.4077,N,285.8,0,80.6,34.8
20250212,5,3,2,630,145,35,30,81,36,23,11,0.8066,N,1198.2,0,73.7,35.1
20250212,6,3,1,265,0,0,0,0,29,0,8,0.0,N,111.3,0,78.4,29.1
20250212,7,4,1,473,139,47,45,86,31,30,6,0.8179,N,944.2,0,79.1,28.0
20250212,8,4,1,212,0,0,0,0,30,0,10,0.0,N,89.0,0,83.8,22.4
20250212,9,5,1,370,124,44,47,87,28,35,5,0.9227,Y,749.3,24.3,76.7,28.4
20250212,10,5,1,180,72,3,3,58,28,24,9,0.4101,N,204.6,0,75.9,26.6
20250213,1,1,1,363,113,34,34,85,26,30,2,0.8181,N,751.0,0,77.6,28.8
20250213,2,1,1,224,0,0,0,0,27,0,5,0.0,N,94.1,0,82.6,24.1
20250213,3,2,2,501,134,46,43,83,36,23,10,0.8055,N,1020.9,0,73.3,40.2
20250213,4,2,2,234,108,6,6,70,31,32,11,0.4143,N,288.9,0,71.6,41.5
20250213,5,3,1,700,187,61,57,65,36,7,11,0.8612,N,1380.7,15.5,77.0,31.7
20250213,6,3,1,241,0,0,0,0,19,0,-2,0.0,N,101.2,0,81.8,25.4
20250213,7,4,1,463,150,46,45,76,27,20,2,0.8387,N,945.2,4.3,73.9,27.3
20250213,8,4,1,193,0,0,0,0,22,0,2,0.0,N,81.1,0,83.4,21.4
20250213,9,5,1,320,107,29,30,74,25,22,2,0.7994,N,645.6,0,76.6,21.6
20250213,10,5,1,199,80,4,4,61,27,27,8,0.3821,N,226.6,0,74.7,27.7
20250214,1,1,1,376,112,34,37,78,30,23,6,0.8112,N,757.2,0,74.4,31.3
20250214,2,1,1,181,0,0,0,0,27,0,5,0.0,N,76.0,0,84.0,25.3
20250214,3,2,2,453,114,38,38,80,36,20,10,0.8371,N,943.5,4.9,76.2,38.4
20250214,4,2,2,287,112,8,8,67,23,29,3,0.5194,N,329.9,0,78.2,38.0
20250214,5,3,2,651,218,75,66,98,39,40,14,0.8368,N,1439.2,4.9,72.0,41.0
20250214,6,3,1,263,0,0,0,0,23,0,2,0.0,N,110.5,0,87.6,26.7
20250214,7,4,1,430,113,31,29,83,33,27,8,0.7939,N,831.9,0,75.4,26.6
20250214,8,4,1,191,0,0,0,0,32,0,12,0.0,N,80.2,0,82.6,24.8
20250214,9,5,1,250,65,18,18,52,29,0,6,0.7536,N,523.2,0,73.6,20.6
20250214,10,5,1,184,80,4,4,48,27,14,8,0.5659,N,218.4,0,81.4,23.4
20250215,1,1,1,335,98,32,29,73,23,18,-1,0.7891,N,713.4,0,79.1,24.8
20250215,2,1,1,160,0,0,0,0,23,0,1,0.0,N,67.2,0,82.7,20.9
20250215,3,2,2,434,136,32,28,88,29,28,3,0.8238,N,929.9,0.9,73.8,35.6
20250215,4,2,2,223,103,5,5,69,24,31,4,0.4695,N,274.1,0,76.6,37.0
20250215,5,3,1,559,156,50,47,67,33,9,8,0.8529,N,1229.7,11.5,79.2,32.9
20250215,6,3,1,204,0,0,0,0,24,0,3,0.0,N,85.7,0,84.0,29.7
20250215,7,4,1,429,101,31,29,66,27,10,2,0.8433,N,819.9,4.5,81.2,21.4
20250215,8,4,1,184,0,0,0,0,29,0,9,0.0,N,77.3,0,80.0,25.5
20250215,9,5,1,294,99,30,28,83,27,31,4,0.8643,N,627.8,7.7,74.2,26.5
20250215,10,5,1,152,69,3,3,48,23,14,4,0.3722,N,186.3,0,80.0,21.3
20250216,1,1,1,310,103,33,33,67,25,12,1,0.81,N,708.4,0,79.3,26.0
20250216,2,1,1,182,0,0,0,0,31,0,9,0.0,N,76.4,0,78.9,25.3
20250216,3,2,2,473,154,54,49,93,37,33,11,0.8856,N,1056.5,21.8,76.0,41.3
20250216,4,2,2,206,81,5,5,59,28,21,8,0.5981,N,243.8,0,77.1,38.6
20250216,5,3,1,565,181,60,63,75,28,17,3,0.8227,N,1296.7,1.0,76.4,33.4
20250216,6,3,1,179,0,0,0,0,26,0,5,0.0,N,75.2,0,83.0,29.5
20250216,7,4,1,356,98,35,37,68,40,12,15,0.7307,N,792.9,0,74.2,27.0
20250216,8,4,1,159,0,0,0,0,21,0,1,0.0,N,66.8,0,83.8,19.6
20250216,9,5,1,212,57,19,20,63,28,11,5,0.829,N,498.8,1.3,77.3,21.4
20250216,10,5,1,138,58,2,2,49,22,15,3,0.4764,N,164.2,0,78.2,20.8
20250217,1,1,1,477,115,31,30,68,25,13,1,0.8365,N,803.6,3.3,76.8,23.7
20250217,2,1,1,249,0,0,0,0,35,0,13,0.0,N,104.6,0,81.5,25.6
20250217,3,2,2,640,175,43,46,90,40,30,14,0.8476,N,1124.2,7.6,75.0,45.7
20250217,4,2,2,323,148,9,9,78,24,40,4,0.4036,N,387.9,0,81.3,39.5
20250217,5,3,1,752,174,61,59,78,29,20,4,0.789,N,1396.9,0,81.5,34.5
20250217,6,3,1,237,0,0,0,0,38,0,17,0.0,N,99.5,0,79.8,32.9
20250217,7,4,1,554,131,33,31,76,32,20,7,0.8307,N,925.2,2.8,75.4,28.7
20250217,8,4,1,235,0,0,0,0,28,0,8,0.0,N,98.7,0,83.4,24.2
20250217,9,5,1,348,93,24,22,75,27,23,4,0.8329,N,627.8,2.5,78.7,25.3
20250217,10,5,1,208,89,5,5,59,23,25,4,0.5127,N,244.1,0,78.1,24.1
20250218,1,1,1,416,120,37,39,76,27,21,3,0.8583,N,798.8,9.4,74.6,26.6
20250218,2,1,1,196,0,0,0,0,24,0,2,0.0,N,82.3,0,81.3,23.4
20250218,3,2,1,473,124,40,36,72,30,12,4,0.8166,N,972.0,0,75.5,32.9
20250218,4,2,1,238,102,3,3,64,23,26,3,0.4658,N,273.4,0,81.4,34.2
20250218,5,3,2,644,173,49,43,73,40,15,15,0.7874,N,1288.6,0,77.6,37.1
20250218,6,3,1,221,0,0,0,0,20,0,-1,0.0,N,92.8,0,84.6,28.0
20250218,7,4,1,469,152,42,40,75,37,19,12,0.8422,N,934.4,6.2,83.0,29.8
20250218,8,4,1,174,0,0,0,0,16,0,-4,0.0,N,73.1,0,86.0,18.3
20250218,9,5,1,316,77,25,22,62,28,10,5,0.8259,N,598.9,0.8,76.0,22.8
20250218,10,5,1,189,81,3,3,61,30,27,11,0.4887,N,218.1,0,74.9,27.3
20250219,1,1,1,456,127,38,38,74,34,19,10,0.9006,Y,831.5,14.6,77.3,29.5
20250219,2,1,1,211,0,0,0,0,27,0,5,0.0,N,88.6,0,85.9,24.3
20250219,3,2,2,555,184,47,49,89,37,29,11,0.8616,N,1102.0,12.1,74.7,40.2
20250219,4,2,2,253,112,5,5,49,29,11,9,0.4655,N,299.1,0,78.5,36.9
20250219,5,3,2,653,169,41,36,85,37,27,12,0.8621,N,1257.7,13.7,71.3,37.0
20250219,6,3,1,227,0,0,0,0,28,0,7,0.0,N,95.3,0,79.8,31.1
20250219,7,4,1,475,137,39,37,77,34,21,9,0.7738,N,911.4,0,74.6,26.9
20250219,8,4,1,212,0,0,0,0,25,0,5,0.0,N,89.0,0,80.9,26.8
20250219,9,5,1,360,101,29,26,88,28,36,5,0.8157,N,662.0,0,73.2,26.4
20250219,10,5,1,182,75,4,4,49,21,15,2,0.4186,N,212.6,0,79.1,19.7
20250220,1,1,1,316,92,24,21,71,28,16,4,0.7318,N,665.2,0,78.3,24.6
20250220,2,1,1,203,0,0,0,0,30,0,8,0.0,N,85.3,0,81.4,24.5
20250220,3,2,2,442,127,36,32,79,35,19,9,0.7969,N,941.8,0,77.7,36.6
20250220,4,2,2,288,122,9,9,75,17,37,-3,0.5451,N,343.9,0,74.3,38.8
20250220,5,3,2,665,199,67,66,74,32,16,7,0.8495,N,1396.8,12.0,73.7,35.4
20250220,6,3,1,255,0,0,0,0,31,0,10,0.0,N,107.1,0,79.5,33.4
20250220,7,4,1,416,130,46,41,73,31,17,6,0.8266,N,900.3,1.3,84.1,24.2
20250220,8,4,1,172,0,0,0,0,22,0,2,0.0,N,72.2,0,81.3,21.1
20250220,9,5,1,269,82,24,21,73,23,21,0,0.7929,N,573.9,0,79.3,21.6
20250220,10,5,1,190,76,4,4,65,33,31,14,0.4164,N,217.9,0,76.5,30.5
20250221,1,1,1,419,124,35,33,67,30,12,6,0.7894,N,796.2,0,83.8,27.0
20250221,2,1,1,181,0,0,0,0,29,0,7,0.0,N,76.0,0,81.3,24.5
20250221,3,2,2,595,184,51,51,91,38,31,12,0.775,N,1140.0,0,76.6,42.5
20250221,4,2,2,274,104,5,5,69,29,31,9,0.461,N,303.1,0,73.2,41.9
20250221,5,3,1,603,157,49,52,71,24,13,-1,0.8383,N,1250.8,7.1,78.7,28.3
20250221,6,3,1,221,0,0,0,0,33,0,12,0.0,N,92.8,0,83.0,31.9
20250221,7,4,1,436,98,30,30,75,34,19,9,0.8117,N,816.9,0,74.4,27.1
20250221,8,4,1,188,0,0,0,0,33,0,13,0.0,N,79.0,0,81.4,26.3
20250221,9,5,1,304,100,35,31,82,27,30,4,0.8484,N,654.2,5.0,80.1,22.5
20250221,10,5,1,181,79,4,4,39,23,5,4,0.5527,N,215.8,0,79.3,20.2
20250222,1,1,1,334,92,30,27,72,24,17,0,0.8572,N,699.1,7.1,78.4,27.4
20250222,2,1,1,194,0,0,0,0,30,0,8,0.0,N,81.5,0,82.4,26.3
20250222,3,2,2,434,142,45,48,76,32,16,6,0.7891,N,987.6,0,75.7,35.1
20250222,4,2,2,223,85,6,6,63,23,25,3,0.3774,N,261.0,0,76.4,35.2
20250222,5,3,1,525,154,40,39,80,26,22,1,0.8949,N,1169.0,26.8,73.7,30.9
20250222,6,3,1,200,0,0,0,0,26,0,5,0.0,N,84.0,0,83.8,28.0
20250222,7,4,1,365,107,33,35,79,27,23,2,0.8024,N,798.4,0,73.5,28.6
20250222,8,4,1,136,0,0,0,0,21,0,1,0.0,N,57.1,0,83.8,20.1
20250222,9,5,1,253,64,16,16,60,28,8,5,0.7368,N,515.9,0,74.3,21.6
20250222,10,5,1,154,61,4,4,54,22,20,3,0.4649,N,183.8,0,84.2,24.0
20250223,1,1,1,376,88,22,23,57,34,2,10,0.816,N,686.4,0,73.5,28.5
20250223,2,1,1,181,0,0,0,0,23,0,1,0.0,N,76.0,0,85.3,20.4
20250223,3,2,2,420,106,35,36,63,35,3,9,0.8226,N,905.7,0.5,72.0,35.5
20250223,4,2,2,222,95,6,6,54,27,16,7,0.4395,N,270.0,0,75.1,36.8
20250223,5,3,1,556,178,62,56,81,30,23,5,0.7758,N,1296.9,0,76.6,33.4
20250223,6,3,1,182,0,0,0,0,26,0,5,0.0,N,76.4,0,81.7,25.4
20250223,7,4,1,372,86,30,30,83,23,27,-2,0.7931,N,770.3,0,75.7,24.8
20250223,8,4,1,169,0,0,0,0,18,0,-2,0.0,N,71.0,0,82.3,19.4
20250223,9,5,1,294,89,31,33,74,32,22,9,0.8647,N,622.2,5.8,82.4,22.7
20250223,10,5,1,147,62,4,4,55,24,21,5,0.3997,N,180.9,0,82.0,25.0
20250224,1,1,1,411,122,39,41,78,32,23,8,0.8119,N,806.0,0,79.2,30.6
20250224,2,1,1,254,0,0,0,0,26,0,4,0.0,N,106.7,0,85.0,22.6
20250224,3,2,2,573,186,58,61,104,30,44,4,0.853,N,1157.8,7.3,71.7,41.6
20250224,4,2,2,332,149,4,4,88,34,50,14,0.4551,N,373.8,0,75.4,46.2
20250224,5,3,1,604,194,52,56,87,29,29,4,0.8928,N,1298.5,21.0,79.5,33.8
20250224,6,3,1,287,0,0,0,0,28,0,7,0.0,N,120.5,0,79.8,30.6
20250224,7,4,1,540,157,46,44,89,34,33,9,0.9141,Y,994.1,20.7,74.3,32.9
20250224,8,4,1,217,0,0,0,0,32,0,12,0.0,N,91.1,0,85.4,24.5
20250224,9,5,1,297,78,25,24,80,32,28,9,0.8117,N,589.5,0,78.5,27.7
20250224,10,5,1,236,111,7,7,76,30,42,11,0.5554,N,288.4,0,72.5,31.0
20250225,1,1,1,390,88,30,30,80,31,25,7,0.8504,N,726.1,4.6,72.5,30.6
20250225,2,1,1,205,0,0,0,0,31,0,9,0.0,N,86.1,0,84.8,23.0
20250225,3,2,2,560,180,50,47,86,32,26,6,0.8787,N,1113.0,15.9,71.6,38.9
20250225,4,2,2,240,108,8,8,62,27,24,7,0.4541,N,300.2,0,79.2,36.3
20250225,5,3,1,653,160,46,41,60,29,2,4,0.8101,N,1269.2,0,75.6,27.4
20250225,6,3,1,209,0,0,0,0,22,0,1,0.0,N,87.8,0,85.1,27.4
20250225,7,4,1,458,140,48,47,85,36,29,11,0.871,N,940.9,13.2,70.4,30.4
20250225,8,4,1,188,0,0,0,0,26,0,6,0.0,N,79.0,0,81.2,22.9
20250225,9,5,1,333,90,23,23,71,32,19,9,0.848,N,612.6,4.9,67.7,24.9
20250225,10,5,1,177,76,4,4,67,27,33,8,0.3728,N,210.8,0,76.2,26.1
20250226,1,1,1,392,89,31,33,64,27,9,3,0.7902,N,732.2,0,76.3,23.5
20250226,2,1,1,201,0,0,0,0,27,0,5,0.0,N,84.4,0,83.3,23.3
20250226,3,2,2,531,151,43,43,74,39,14,13,0.7946,N,1041.5,0,74.5,38.6
20250226,4,2,2,285,116,5,5,64,28,26,8,0.4573,N,320.5,0,78.3,41.8
20250226,5,3,2,622,147,46,44,84,38,26,13,0.769,N,1239.8,0,68.5,41.3
20250226,6,3,1,212,0,0,0,0,17,0,-4,0.0,N,89.0,0,86.6,24.9
20250226,7,4,1,416,96,28,30,68,24,12,-1,0.7897,N,796.0,0,77.2,19.7
20250226,8,4,1,172,0,0,0,0,30,0,10,0.0,N,72.2,0,81.4,23.9
20250226,9,5,1,315,94,28,25,75,35,23,12,0.815,N,626.5,0,72.3,27.8
20250226,10,5,1,194,79,3,3,52,28,18,9,0.5333,N,218.9,0,77.7,25.4
20250227,1,1,1,420,134,47,47,83,34,28,10,0.8761,N,854.3,15.2,71.7,31.4
20250227,2,1,1,217,0,0,0,0,23,0,1,0.0,N,91.1,0,87.8,20.2
20250227,3,2,2,426,111,28,28,82,26,22,0,0.8293,N,885.8,2.3,75.1,36.3
20250227,4,2,2,251,98,7,7,74,30,36,10,0.5275,N,292.8,0,74.0,41.1
20250227,5,3,2,668,208,57,50,86,30,28,5,0.8551,N,1367.0,9.8,73.5,36.3
20250227,6,3,1,260,0,0,0,0,23,0,2,0.0,N,109.2,0,84.3,28.9
20250227,7,4,1,437,119,35,34,74,31,18,6,0.8218,N,857.4,0.4,74.3,25.7
20250227,8,4,1,188,0,0,0,0,24,0,4,0.0,N,79.0,0,79.9,18.5
20250227,9,5,1,304,81,22,20,69,32,17,9,0.791,N,584.1,0,71.6,26.8
20250227,10,5,1,180,80,6,6,63,24,29,5,0.4006,N,224.2,0,76.4,26.9
20250228,1,1,1,411,118,40,43,75,36,20,12,0.8825,N,806.1,15.2,78.3,33.1
