service_date,facility_id,facility_name,facility_type,district_id,district_name,outpatient_visits,emergency_arrivals,admissions,discharges,avg_ed_wait_minutes,avg_outpatient_wait_minutes,ed_wait_variance_minutes,outpatient_wait_variance_minutes,bed_occupancy_rate,high_occupancy_flag,staff_hours,overtime_hours,patient_satisfaction_score,access_risk_score
2025-02-13,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,224,0,0,0,0,27,0,5,0.0,N,94.1,0,82.6,24.1
2025-02-13,F003,East River Medical Center,Hospital,D02,East River,501,134,46,43,83,36,23,10,0.8055,N,1020.9,0,73.3,40.2
2025-02-13,F004,Riverside Urgent Care,Urgent Care,D02,East River,234,108,6,6,70,31,32,11,0.4143,N,288.9,0,71.6,41.5
2025-02-13,F005,Central City Health Campus,Hospital,D03,Central City,700,187,61,57,65,36,7,11,0.8612,N,1380.7,15.5,77.0,31.7
2025-02-13,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,241,0,0,0,0,19,0,-2,0.0,N,101.2,0,81.8,25.4
2025-02-13,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,463,150,46,45,76,27,20,2,0.8387,N,945.2,4.3,73.9,27.3
2025-02-13,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,193,0,0,0,0,22,0,2,0.0,N,81.1,0,83.4,21.4
2025-02-13,F009,West Hills Hospital,Hospital,D05,West Hills,320,107,29,30,74,25,22,2,0.7994,N,645.6,0,76.6,21.6
2025-02-13,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,199,80,4,4,61,27,27,8,0.3821,N,226.6,0,74.7,27.7
2025-02-14,F001,North Borough General Hospital,Hospital,D01,North Borough,376,112,34,37,78,30,23,6,0.8112,N,757.2,0,74.4,31.3
2025-02-14,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,181,0,0,0,0,27,0,5,0.0,N,76.0,0,84.0,25.3
2025-02-14,F003,East River Medical Center,Hospital,D02,East River,453,114,38,38,80,36,20,10,0.8371,N,943.5,4.9,76.2,38.4
2025-02-14,F004,Riverside Urgent Care,Urgent Care,D02,East River,287,112,8,8,67,23,29,3,0.5194,N,329.9,0,78.2,38.0
2025-02-14,F005,Central City Health Campus,Hospital,D03,Central City,651,218,75,66,98,39,40,14,0.8368,N,1439.2,4.9,72.0,41.0
2025-02-14,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,263,0,0,0,0,23,0,2,0.0,N,110.5,0,87.6,26.7
2025-02-14,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,430,113,31,29,83,33,27,8,0.7939,N,831.9,0,75.4,26.6
2025-02-14,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,191,0,0,0,0,32,0,12,0.0,N,80.2,0,82.6,24.8
2025-02-14,F009,West Hills Hospital,Hospital,D05,West Hills,250,65,18,18,52,29,0,6,0.7536,N,523.2,0,73.6,20.6
2025-02-14,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,184,80,4,4,48,27,14,8,0.5659,N,218.4,0,81.4,23.4
2025-02-15,F001,North Borough General Hospital,Hospital,D01,North Borough,335,98,32,29,73,23,18,-1,0.7891,N,713.4,0,79.1,24.8
2025-02-15,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,160,0,0,0,0,23,0,1,0.0,N,67.2,0,82.7,20.9
2025-02-15,F003,East River Medical Center,Hospital,D02,East River,434,136,32,28,88,29,28,3,0.8238,N,929.9,0.9,73.8,35.6
2025-02-15,F004,Riverside Urgent Care,Urgent Care,D02,East River,223,103,5,5,69,24,31,4,0.4695,N,274.1,0,76.6,37.0
2025-02-15,F005,Central City Health Campus,Hospital,D03,Central City,559,156,50,47,67,33,9,8,0.8529,N,1229.7,11.5,79.2,32.9
2025-02-15,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,204,0,0,0,0,24,0,3,0.0,N,85.7,0,84.0,29.7
2025-02-15,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,429,101,31,29,66,27,10,2,0.8433,N,819.9,4.5,81.2,21.4
2025-02-15,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,184,0,0,0,0,29,0,9,0.0,N,77.3,0,80.0,25.5
2025-02-15,F009,West Hills Hospital,Hospital,D05,West Hills,294,99,30,28,83,27,31,4,0.8643,N,627.8,7.7,74.2,26.5
2025-02-15,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,152,69,3,3,48,23,14,4,0.3722,N,186.3,0,80.0,21.3
2025-02-16,F001,North Borough General Hospital,Hospital,D01,North Borough,310,103,33,33,67,25,12,1,0.81,N,708.4,0,79.3,26.0
2025-02-16,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,182,0,0,0,0,31,0,9,0.0,N,76.4,0,78.9,25.3
2025-02-16,F003,East River Medical Center,Hospital,D02,East River,473,154,54,49,93,37,33,11,0.8856,N,1056.5,21.8,76.0,41.3
2025-02-16,F004,Riverside Urgent Care,Urgent Care,D02,East River,206,81,5,5,59,28,21,8,0.5981,N,243.8,0,77.1,38.6
2025-02-16,F005,Central City Health Campus,Hospital,D03,Central City,565,181,60,63,75,28,17,3,0.8227,N,1296.7,1.0,76.4,33.4
2025-02-16,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,179,0,0,0,0,26,0,5,0.0,N,75.2,0,83.0,29.5
2025-02-16,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,356,98,35,37,68,40,12,15,0.7307,N,792.9,0,74.2,27.0
2025-02-16,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,159,0,0,0,0,21,0,1,0.0,N,66.8,0,83.8,19.6
2025-02-16,F009,West Hills Hospital,Hospital,D05,West Hills,212,57,19,20,63,28,11,5,0.829,N,498.8,1.3,77.3,21.4
2025-02-16,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,138,58,2,2,49,22,15,3,0.4764,N,164.2,0,78.2,20.8
2025-02-17,F001,North Borough General Hospital,Hospital,D01,North Borough,477,115,31,30,68,25,13,1,0.8365,N,803.6,3.3,76.8,23.7
2025-02-17,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,249,0,0,0,0,35,0,13,0.0,N,104.6,0,81.5,25.6
2025-02-17,F003,East River Medical Center,Hospital,D02,East River,640,175,43,46,90,40,30,14,0.8476,N,1124.2,7.6,75.0,45.7
2025-02-17,F004,Riverside Urgent Care,Urgent Care,D02,East River,323,148,9,9,78,24,40,4,0.4036,N,387.9,0,81.3,39.5
2025-02-17,F005,Central City Health Campus,Hospital,D03,Central City,752,174,61,59,78,29,20,4,0.789,N,1396.9,0,81.5,34.5
2025-02-17,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,237,0,0,0,0,38,0,17,0.0,N,99.5,0,79.8,32.9
2025-02-17,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,554,131,33,31,76,32,20,7,0.8307,N,925.2,2.8,75.4,28.7
2025-02-17,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,235,0,0,0,0,28,0,8,0.0,N,98.7,0,83.4,24.2
2025-02-17,F009,West Hills Hospital,Hospital,D05,West Hills,348,93,24,22,75,27,23,4,0.8329,N,627.8,2.5,78.7,25.3
2025-02-17,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,208,89,5,5,59,23,25,4,0.5127,N,244.1,0,78.1,24.1
2025-02-18,F001,North Borough General Hospital,Hospital,D01,North Borough,416,120,37,39,76,27,21,3,0.8583,N,798.8,9.4,74.6,26.6
2025-02-18,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,196,0,0,0,0,24,0,2,0.0,N,82.3,0,81.3,23.4
2025-02-18,F003,East River Medical Center,Hospital,D02,East River,473,124,40,36,72,30,12,4,0.8166,N,972.0,0,75.5,32.9
2025-02-18,F004,Riverside Urgent Care,Urgent Care,D02,East River,238,102,3,3,64,23,26,3,0.4658,N,273.4,0,81.4,34.2
2025-02-18,F005,Central City Health Campus,Hospital,D03,Central City,644,173,49,43,73,40,15,15,0.7874,N,1288.6,0,77.6,37.1
2025-02-18,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,221,0,0,0,0,20,0,-1,0.0,N,92.8,0,84.6,28.0
2025-02-18,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,469,152,42,40,75,37,19,12,0.8422,N,934.4,6.2,83.0,29.8
2025-02-18,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,174,0,0,0,0,16,0,-4,0.0,N,73.1,0,86.0,18.3
2025-02-18,F009,West Hills Hospital,Hospital,D05,West Hills,316,77,25,22,62,28,10,5,0.8259,N,598.9,0.8,76.0,22.8
2025-02-18,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,189,81,3,3,61,30,27,11,0.4887,N,218.1,0,74.9,27.3
2025-02-19,F001,North Borough General Hospital,Hospital,D01,North Borough,456,127,38,38,74,34,19,10,0.9006,Y,831.5,14.6,77.3,29.5
2025-02-19,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,211,0,0,0,0,27,0,5,0.0,N,88.6,0,85.9,24.3
2025-02-19,F003,East River Medical Center,Hospital,D02,East River,555,184,47,49,89,37,29,11,0.8616,N,1102.0,12.1,74.7,40.2
2025-02-19,F004,Riverside Urgent Care,Urgent Care,D02,East River,253,112,5,5,49,29,11,9,0.4655,N,299.1,0,78.5,36.9
2025-02-19,F005,Central City Health Campus,Hospital,D03,Central City,653,169,41,36,85,37,27,12,0.8621,N,1257.7,13.7,71.3,37.0
2025-02-19,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,227,0,0,0,0,28,0,7,0.0,N,95.3,0,79.8,31.1
2025-02-19,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,475,137,39,37,77,34,21,9,0.7738,N,911.4,0,74.6,26.9
2025-02-19,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,212,0,0,0,0,25,0,5,0.0,N,89.0,0,80.9,26.8
2025-02-19,F009,West Hills Hospital,Hospital,D05,West Hills,360,101,29,26,88,28,36,5,0.8157,N,662.0,0,73.2,26.4
2025-02-19,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,182,75,4,4,49,21,15,2,0.4186,N,212.6,0,79.1,19.7
2025-02-20,F001,North Borough General Hospital,Hospital,D01,North Borough,316,92,24,21,71,28,16,4,0.7318,N,665.2,0,78.3,24.6
2025-02-20,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,203,0,0,0,0,30,0,8,0.0,N,85.3,0,81.4,24.5
2025-02-20,F003,East River Medical Center,Hospital,D02,East River,442,127,36,32,79,35,19,9,0.7969,N,941.8,0,77.7,36.6
2025-02-20,F004,Riverside Urgent Care,Urgent Care,D02,East River,288,122,9,9,75,17,37,-3,0.5451,N,343.9,0,74.3,38.8
2025-02-20,F005,Central City Health Campus,Hospital,D03,Central City,665,199,67,66,74,32,16,7,0.8495,N,1396.8,12.0,73.7,35.4
2025-02-20,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,255,0,0,0,0,31,0,10,0.0,N,107.1,0,79.5,33.4
2025-02-20,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,416,130,46,41,73,31,17,6,0.8266,N,900.3,1.3,84.1,24.2
2025-02-20,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,172,0,0,0,0,22,0,2,0.0,N,72.2,0,81.3,21.1
2025-02-20,F009,West Hills Hospital,Hospital,D05,West Hills,269,82,24,21,73,23,21,0,0.7929,N,573.9,0,79.3,21.6
2025-02-20,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,190,76,4,4,65,33,31,14,0.4164,N,217.9,0,76.5,30.5
2025-02-21,F001,North Borough General Hospital,Hospital,D01,North Borough,419,124,35,33,67,30,12,6,0.7894,N,796.2,0,83.8,27.0
2025-02-21,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,181,0,0,0,0,29,0,7,0.0,N,76.0,0,81.3,24.5
2025-02-21,F003,East River Medical Center,Hospital,D02,East River,595,184,51,51,91,38,31,12,0.775,N,1140.0,0,76.6,42.5
2025-02-21,F004,Riverside Urgent Care,Urgent Care,D02,East River,274,104,5,5,69,29,31,9,0.461,N,303.1,0,73.2,41.9
2025-02-21,F005,Central City Health Campus,Hospital,D03,Central City,603,157,49,52,71,24,13,-1,0.8383,N,1250.8,7.1,78.7,28.3
2025-02-21,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,221,0,0,0,0,33,0,12,0.0,N,92.8,0,83.0,31.9
2025-02-21,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,436,98,30,30,75,34,19,9,0.8117,N,816.9,0,74.4,27.1
2025-02-21,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,188,0,0,0,0,33,0,13,0.0,N,79.0,0,81.4,26.3
2025-02-21,F009,West Hills Hospital,Hospital,D05,West Hills,304,100,35,31,82,27,30,4,0.8484,N,654.2,5.0,80.1,22.5
2025-02-21,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,181,79,4,4,39,23,5,4,0.5527,N,215.8,0,79.3,20.2
2025-02-22,F001,North Borough General Hospital,Hospital,D01,North Borough,334,92,30,27,72,24,17,0,0.8572,N,699.1,7.1,78.4,27.4
2025-02-22,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,194,0,0,0,0,30,0,8,0.0,N,81.5,0,82.4,26.3
2025-02-22,F003,East River Medical Center,Hospital,D02,East River,434,142,45,48,76,32,16,6,0.7891,N,987.6,0,75.7,35.1
2025-02-22,F004,Riverside Urgent Care,Urgent Care,D02,East River,223,85,6,6,63,23,25,3,0.3774,N,261.0,0,76.4,35.2
2025-02-22,F005,Central City Health Campus,Hospital,D03,Central City,525,154,40,39,80,26,22,1,0.8949,N,1169.0,26.8,73.7,30.9
2025-02-22,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,200,0,0,0,0,26,0,5,0.0,N,84.0,0,83.8,28.0
2025-02-22,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,365,107,33,35,79,27,23,2,0.8024,N,798.4,0,73.5,28.6
2025-02-22,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,136,0,0,0,0,21,0,1,0.0,N,57.1,0,83.8,20.1
2025-02-22,F009,West Hills Hospital,Hospital,D05,West Hills,253,64,16,16,60,28,8,5,0.7368,N,515.9,0,74.3,21.6
2025-02-22,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,154,61,4,4,54,22,20,3,0.4649,N,183.8,0,84.2,24.0
2025-02-23,F001,North Borough General Hospital,Hospital,D01,North Borough,376,88,22,23,57,34,2,10,0.816,N,686.4,0,73.5,28.5
2025-02-23,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,181,0,0,0,0,23,0,1,0.0,N,76.0,0,85.3,20.4
2025-02-23,F003,East River Medical Center,Hospital,D02,East River,420,106,35,36,63,35,3,9,0.8226,N,905.7,0.5,72.0,35.5
2025-02-23,F004,Riverside Urgent Care,Urgent Care,D02,East River,222,95,6,6,54,27,16,7,0.4395,N,270.0,0,75.1,36.8
2025-02-23,F005,Central City Health Campus,Hospital,D03,Central City,556,178,62,56,81,30,23,5,0.7758,N,1296.9,0,76.6,33.4
2025-02-23,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,182,0,0,0,0,26,0,5,0.0,N,76.4,0,81.7,25.4
2025-02-23,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,372,86,30,30,83,23,27,-2,0.7931,N,770.3,0,75.7,24.8
2025-02-23,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,169,0,0,0,0,18,0,-2,0.0,N,71.0,0,82.3,19.4
2025-02-23,F009,West Hills Hospital,Hospital,D05,West Hills,294,89,31,33,74,32,22,9,0.8647,N,622.2,5.8,82.4,22.7
2025-02-23,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,147,62,4,4,55,24,21,5,0.3997,N,180.9,0,82.0,25.0
2025-02-24,F001,North Borough General Hospital,Hospital,D01,North Borough,411,122,39,41,78,32,23,8,0.8119,N,806.0,0,79.2,30.6
2025-02-24,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,254,0,0,0,0,26,0,4,0.0,N,106.7,0,85.0,22.6
2025-02-24,F003,East River Medical Center,Hospital,D02,East River,573,186,58,61,104,30,44,4,0.853,N,1157.8,7.3,71.7,41.6
2025-02-24,F004,Riverside Urgent Care,Urgent Care,D02,East River,332,149,4,4,88,34,50,14,0.4551,N,373.8,0,75.4,46.2
2025-02-24,F005,Central City Health Campus,Hospital,D03,Central City,604,194,52,56,87,29,29,4,0.8928,N,1298.5,21.0,79.5,33.8
2025-02-24,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,287,0,0,0,0,28,0,7,0.0,N,120.5,0,79.8,30.6
2025-02-24,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,540,157,46,44,89,34,33,9,0.9141,Y,994.1,20.7,74.3,32.9
2025-02-24,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,217,0,0,0,0,32,0,12,0.0,N,91.1,0,85.4,24.5
2025-02-24,F009,West Hills Hospital,Hospital,D05,West Hills,297,78,25,24,80,32,28,9,0.8117,N,589.5,0,78.5,27.7
2025-02-24,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,236,111,7,7,76,30,42,11,0.5554,N,288.4,0,72.5,31.0
2025-02-25,F001,North Borough General Hospital,Hospital,D01,North Borough,390,88,30,30,80,31,25,7,0.8504,N,726.1,4.6,72.5,30.6
2025-02-25,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,205,0,0,0,0,31,0,9,0.0,N,86.1,0,84.8,23.0
2025-02-25,F003,East River Medical Center,Hospital,D02,East River,560,180,50,47,86,32,26,6,0.8787,N,1113.0,15.9,71.6,38.9
2025-02-25,F004,Riverside Urgent Care,Urgent Care,D02,East River,240,108,8,8,62,27,24,7,0.4541,N,300.2,0,79.2,36.3
2025-02-25,F005,Central City Health Campus,Hospital,D03,Central City,653,160,46,41,60,29,2,4,0.8101,N,1269.2,0,75.6,27.4
2025-02-25,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,209,0,0,0,0,22,0,1,0.0,N,87.8,0,85.1,27.4
2025-02-25,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,458,140,48,47,85,36,29,11,0.871,N,940.9,13.2,70.4,30.4
2025-02-25,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,188,0,0,0,0,26,0,6,0.0,N,79.0,0,81.2,22.9
2025-02-25,F009,West Hills Hospital,Hospital,D05,West Hills,333,90,23,23,71,32,19,9,0.848,N,612.6,4.9,67.7,24.9
2025-02-25,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,177,76,4,4,67,27,33,8,0.3728,N,210.8,0,76.2,26.1
2025-02-26,F001,North Borough General Hospital,Hospital,D01,North Borough,392,89,31,33,64,27,9,3,0.7902,N,732.2,0,76.3,23.5
2025-02-26,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,201,0,0,0,0,27,0,5,0.0,N,84.4,0,83.3,23.3
2025-02-26,F003,East River Medical Center,Hospital,D02,East River,531,151,43,43,74,39,14,13,0.7946,N,1041.5,0,74.5,38.6
2025-02-26,F004,Riverside Urgent Care,Urgent Care,D02,East River,285,116,5,5,64,28,26,8,0.4573,N,320.5,0,78.3,41.8
2025-02-26,F005,Central City Health Campus,Hospital,D03,Central City,622,147,46,44,84,38,26,13,0.769,N,1239.8,0,68.5,41.3
2025-02-26,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,212,0,0,0,0,17,0,-4,0.0,N,89.0,0,86.6,24.9
2025-02-26,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,416,96,28,30,68,24,12,-1,0.7897,N,796.0,0,77.2,19.7
2025-02-26,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,172,0,0,0,0,30,0,10,0.0,N,72.2,0,81.4,23.9
2025-02-26,F009,West Hills Hospital,Hospital,D05,West Hills,315,94,28,25,75,35,23,12,0.815,N,626.5,0,72.3,27.8
2025-02-26,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,194,79,3,3,52,28,18,9,0.5333,N,218.9,0,77.7,25.4
2025-02-27,F001,North Borough General Hospital,Hospital,D01,North Borough,420,134,47,47,83,34,28,10,0.8761,N,854.3,15.2,71.7,31.4
2025-02-27,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,217,0,0,0,0,23,0,1,0.0,N,91.1,0,87.8,20.2
2025-02-27,F003,East River Medical Center,Hospital,D02,East River,426,111,28,28,82,26,22,0,0.8293,N,885.8,2.3,75.1,36.3
2025-02-27,F004,Riverside Urgent Care,Urgent Care,D02,East River,251,98,7,7,74,30,36,10,0.5275,N,292.8,0,74.0,41.1
2025-02-27,F005,Central City Health Campus,Hospital,D03,Central City,668,208,57,50,86,30,28,5,0.8551,N,1367.0,9.8,73.5,36.3
2025-02-27,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,260,0,0,0,0,23,0,2,0.0,N,109.2,0,84.3,28.9
2025-02-27,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,437,119,35,34,74,31,18,6,0.8218,N,857.4,0.4,74.3,25.7
2025-02-27,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,188,0,0,0,0,24,0,4,0.0,N,79.0,0,79.9,18.5
2025-02-27,F009,West Hills Hospital,Hospital,D05,West Hills,304,81,22,20,69,32,17,9,0.791,N,584.1,0,71.6,26.8
2025-02-27,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,180,80,6,6,63,24,29,5,0.4006,N,224.2,0,76.4,26.9
2025-02-28,F001,North Borough General Hospital,Hospital,D01,North Borough,411,118,40,43,75,36,20,12,0.8825,N,806.1,15.2,78.3,33.1
2025-02-28,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,213,0,0,0,0,26,0,4,0.0,N,89.5,0,79.9,23.6
2025-02-28,F003,East River Medical Center,Hospital,D02,East River,525,172,51,45,88,36,28,10,0.9002,Y,1090.2,18.0,79.7,40.9
2025-02-28,F004,Riverside Urgent Care,Urgent Care,D02,East River,247,93,4,4,66,32,28,12,0.4938,N,273.8,0,76.3,43.8
2025-02-28,F005,Central City Health Campus,Hospital,D03,Central City,598,138,49,49,63,32,5,7,0.8166,N,1230.0,0,76.5,30.4
2025-02-28,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,229,0,0,0,0,29,0,8,0.0,N,96.2,0,83.1,32.1
2025-02-28,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,457,152,42,41,82,35,26,10,0.8722,N,927.8,15.2,72.2,31.5
2025-02-28,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,174,0,0,0,0,27,0,7,0.0,N,73.1,0,82.6,23.1
2025-02-28,F009,West Hills Hospital,Hospital,D05,West Hills,297,84,28,28,49,34,-3,11,0.8066,N,607.1,0,72.0,21.3
2025-02-28,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,179,74,3,3,44,29,10,10,0.4174,N,205.9,0,83.7,22.6
2025-03-01,F001,North Borough General Hospital,Hospital,D01,North Borough,377,88,25,23,78,32,23,8,0.7869,N,699.0,0,74.9,29.3
2025-03-01,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,148,0,0,0,0,29,0,7,0.0,N,62.2,0,84.6,24.7
2025-03-01,F003,East River Medical Center,Hospital,D02,East River,375,120,41,37,81,30,21,4,0.7937,N,918.2,0,77.1,36.1
2025-03-01,F004,Riverside Urgent Care,Urgent Care,D02,East River,201,94,6,6,70,23,32,3,0.4573,N,257.5,0,78.6,40.4
2025-03-01,F005,Central City Health Campus,Hospital,D03,Central City,504,134,37,37,64,27,6,2,0.7696,N,1126.5,0,79.7,31.1
2025-03-01,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,177,0,0,0,0,35,0,14,0.0,N,74.3,0,79.8,34.3
2025-03-01,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,385,98,32,32,67,32,11,7,0.7948,N,796.9,0,75.3,25.5
2025-03-01,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,128,0,0,0,0,16,0,-4,0.0,N,53.8,0,88.0,20.4
2025-03-01,F009,West Hills Hospital,Hospital,D05,West Hills,294,78,23,24,74,34,22,11,0.8472,N,579.8,4.3,74.5,29.4
2025-03-01,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,140,53,2,2,60,21,26,2,0.403,N,160.5,0,82.2,20.7
2025-03-02,F001,North Borough General Hospital,Hospital,D01,North Borough,297,99,34,30,63,23,8,-1,0.8252,N,701.4,1.0,79.2,24.4
2025-03-02,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,146,0,0,0,0,29,0,7,0.0,N,61.3,0,77.7,25.3
2025-03-02,F003,East River Medical Center,Hospital,D02,East River,435,107,34,32,67,32,7,6,0.7832,N,910.9,0,74.7,34.4
2025-03-02,F004,Riverside Urgent Care,Urgent Care,D02,East River,187,72,3,3,57,18,19,-2,0.3943,N,216.8,0,81.0,34.0
2025-03-02,F005,Central City Health Campus,Hospital,D03,Central City,506,133,42,42,66,34,8,9,0.7973,N,1146.7,0,69.5,31.2
2025-03-02,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,199,0,0,0,0,27,0,6,0.0,N,83.6,0,81.2,30.4
2025-03-02,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,393,89,26,26,63,37,7,12,0.7809,N,768.7,0,77.2,24.6
2025-03-02,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,141,0,0,0,0,20,0,0,0.0,N,59.2,0,80.5,19.2
2025-03-02,F009,West Hills Hospital,Hospital,D05,West Hills,251,83,21,20,66,21,14,-2,0.849,N,552.9,4.1,80.6,19.8
2025-03-02,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,144,65,3,3,51,26,17,7,0.3194,N,178.1,0,77.5,24.9
2025-03-03,F001,North Borough General Hospital,Hospital,D01,North Borough,441,112,31,30,64,33,9,9,0.8835,N,781.0,11.7,75.2,26.8
2025-03-03,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,216,0,0,0,0,29,0,7,0.0,N,90.7,0,83.8,25.6
2025-03-03,F003,East River Medical Center,Hospital,D02,East River,639,158,56,49,81,36,21,10,0.8078,N,1159.6,0,73.1,41.0
2025-03-03,F004,Riverside Urgent Care,Urgent Care,D02,East River,313,138,5,5,91,27,53,7,0.426,N,356.9,0,76.6,46.3
2025-03-03,F005,Central City Health Campus,Hospital,D03,Central City,715,165,53,48,72,35,14,10,0.8255,N,1336.0,1.6,75.6,33.6
2025-03-03,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,300,0,0,0,0,29,0,8,0.0,N,126.0,0,80.8,29.2
2025-03-03,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,533,174,45,45,93,34,37,9,0.925,Y,1002.5,22.6,74.4,29.5
2025-03-03,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,234,0,0,0,0,23,0,3,0.0,N,98.3,0,85.9,20.6
2025-03-03,F009,West Hills Hospital,Hospital,D05,West Hills,363,115,32,31,72,27,20,4,0.8182,N,688.9,0,75.0,23.2
2025-03-03,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,223,100,3,3,59,32,25,13,0.4697,N,254.8,0,73.4,27.9
2025-03-04,F001,North Borough General Hospital,Hospital,D01,North Borough,382,107,34,32,66,31,11,7,0.7709,N,755.8,0,73.7,26.3
2025-03-04,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,201,0,0,0,0,22,0,0,0.0,N,84.4,0,83.1,20.4
2025-03-04,F003,East River Medical Center,Hospital,D02,East River,460,135,43,43,79,41,19,15,0.7866,N,987.2,0,74.4,40.5
