service_date,facility_id,outpatient_visits,emergency_arrivals,admissions,discharges,avg_ed_wait_minutes,avg_outpatient_wait_minutes,no_show_rate,bed_occupancy_rate,staff_hours,overtime_hours,patient_satisfaction_score,district_id,facility_type,ed_wait_variance_minutes,outpatient_wait_variance_minutes,high_occupancy_flag,access_risk_score
2025-01-23,F004,268,109,6,6,68,31,0.0904,0.3802,308.5,0,76.0,D02,Urgent Care,30,11,N,42.7
2025-01-23,F005,622,186,66,61,77,30,0.0901,0.7981,1356.8,0,79.0,D03,Hospital,19,5,N,34.4
2025-01-23,F006,218,0,0,0,0,30,0.0834,0.0,91.6,0,84.8,D03,Community Clinic,0,9,N,31.2
2025-01-23,F007,442,143,41,44,80,28,0.0523,0.803,907.0,0,75.5,D04,Hospital,24,3,N,24.1
2025-01-23,F008,173,0,0,0,0,25,0.0593,0.0,72.7,0,81.9,D04,Community Clinic,0,5,N,20.6
2025-01-23,F009,319,75,23,23,71,24,0.0793,0.8014,590.7,0,76.2,D05,Hospital,19,1,N,23.2
2025-01-23,F010,185,81,4,4,63,31,0.0687,0.4213,219.9,0,76.0,D05,Urgent Care,29,12,N,29.1
2025-01-24,F001,416,117,31,28,86,36,0.0715,0.849,772.0,5.1,77.4,D01,Hospital,31,12,N,33.8
2025-01-24,F002,213,0,0,0,0,25,0.0787,0.0,89.5,0,82.0,D01,Community Clinic,0,3,N,23.7
2025-01-24,F003,495,147,45,46,80,32,0.0886,0.8191,1025.9,0,71.9,D02,Hospital,20,6,N,38.0
2025-01-24,F004,246,113,6,6,76,19,0.0748,0.4189,300.2,0,77.9,D02,Urgent Care,38,-1,N,37.6
2025-01-24,F005,712,183,54,49,85,36,0.0802,0.8347,1355.5,4.1,73.3,D03,Hospital,27,11,N,37.7
2025-01-24,F006,259,0,0,0,0,25,0.0811,0.0,108.8,0,84.9,D03,Community Clinic,0,4,N,28.7
2025-01-24,F007,422,129,38,35,82,33,0.0734,0.7973,870.7,0,81.7,D04,Hospital,26,8,N,29.3
2025-01-24,F008,203,0,0,0,0,27,0.0724,0.0,85.3,0,80.5,D04,Community Clinic,0,7,N,23.0
2025-01-24,F009,301,96,30,28,82,30,0.0552,0.7398,628.8,0,72.5,D05,Hospital,30,7,N,25.5
2025-01-24,F010,174,82,5,5,58,16,0.054,0.4088,218.8,0,81.6,D05,Urgent Care,24,-3,N,20.9
2025-01-25,F001,302,70,21,20,70,25,0.0595,0.7132,624.6,0,75.3,D01,Hospital,15,1,N,23.8
2025-01-25,F002,166,0,0,0,0,23,0.0625,0.0,69.7,0,89.2,D01,Community Clinic,0,1,N,20.9
2025-01-25,F003,434,98,33,31,78,35,0.0986,0.7697,897.8,0,76.1,D02,Hospital,18,9,N,40.1
2025-01-25,F004,237,107,6,6,79,21,0.0702,0.434,289.6,0,79.1,D02,Urgent Care,41,1,N,38.2
2025-01-25,F005,529,162,54,56,70,28,0.0886,0.8028,1234.8,0,83.3,D03,Hospital,12,3,N,31.8
2025-01-25,F006,176,0,0,0,0,24,0.0889,0.0,73.9,0,86.0,D03,Community Clinic,0,3,N,29.2
2025-01-25,F007,404,104,34,29,77,23,0.0544,0.8788,821.0,11.2,82.6,D04,Hospital,21,-2,N,22.3
2025-01-25,F008,158,0,0,0,0,21,0.0738,0.0,66.4,0,89.7,D04,Community Clinic,0,1,N,20.5
2025-01-25,F009,280,61,19,17,67,33,0.0465,0.7712,539.9,0,81.1,D05,Hospital,15,10,N,22.5
2025-01-25,F010,176,80,5,5,58,24,0.0851,0.5447,218.0,0,77.9,D05,Urgent Care,24,5,N,26.8
2025-01-26,F001,332,107,26,24,79,31,0.0636,0.8001,696.2,0,75.6,D01,Hospital,24,7,N,29.0
2025-01-26,F002,164,0,0,0,0,26,0.0758,0.0,68.9,0,84.2,D01,Community Clinic,0,4,N,23.8
2025-01-26,F003,440,120,36,31,77,29,0.0824,0.8653,934.0,8.2,78.9,D02,Hospital,17,3,N,35.3
2025-01-26,F004,239,92,5,5,62,19,0.0835,0.523,272.5,0,79.8,D02,Urgent Care,24,-1,N,35.6
2025-01-26,F005,555,143,45,40,66,33,0.0732,0.8111,1195.1,0,77.4,D03,Hospital,8,8,N,31.3
2025-01-26,F006,206,0,0,0,0,31,0.0804,0.0,86.5,0,83.3,D03,Community Clinic,0,10,N,31.3
2025-01-26,F007,432,104,30,28,63,34,0.0777,0.7994,820.4,0,74.0,D04,Hospital,7,9,N,26.1
2025-01-26,F008,175,0,0,0,0,25,0.0593,0.0,73.5,0,82.6,D04,Community Clinic,0,5,N,20.6
2025-01-26,F009,285,95,31,33,72,22,0.0874,0.9057,623.0,16.4,75.8,D05,Hospital,20,-1,Y,24.0
2025-01-26,F010,167,78,4,4,61,20,0.0483,0.428,207.1,0,79.8,D05,Urgent Care,27,1,N,21.3
2025-01-27,F001,486,157,43,39,87,40,0.0599,0.8387,896.5,4.7,72.4,D01,Hospital,32,16,N,34.4
2025-01-27,F002,257,0,0,0,0,29,0.0762,0.0,107.9,0,84.2,D01,Community Clinic,0,7,N,25.2
2025-01-27,F003,639,215,70,74,110,39,0.0789,0.8732,1269.7,19.6,71.1,D02,Hospital,50,13,N,46.6
2025-01-27,F004,299,120,9,9,79,35,0.0802,0.3537,348.1,0,74.1,D02,Urgent Care,41,15,N,45.7
2025-01-27,F005,739,218,72,63,83,31,0.0644,0.8068,1475.6,0,76.5,D03,Hospital,25,6,N,33.1
2025-01-27,F006,252,0,0,0,0,24,0.0946,0.0,105.8,0,83.7,D03,Community Clinic,0,3,N,29.9
2025-01-27,F007,514,124,37,36,76,36,0.0793,0.8719,912.5,13.0,75.8,D04,Hospital,20,11,N,30.1
2025-01-27,F008,248,0,0,0,0,32,0.0926,0.0,104.2,0,80.8,D04,Community Clinic,0,12,N,27.7
2025-01-27,F009,351,101,26,24,97,33,0.0703,0.854,645.0,4.8,73.2,D05,Hospital,45,10,N,31.9
2025-01-27,F010,186,74,5,5,63,32,0.0606,0.4435,217.8,0,76.0,D05,Urgent Care,29,13,N,28.6
2025-01-28,F001,403,93,29,26,71,37,0.0682,0.761,734.0,0,77.6,D01,Hospital,16,13,N,30.5
2025-01-28,F002,206,0,0,0,0,33,0.0767,0.0,86.5,0,77.1,D01,Community Clinic,0,11,N,27.1
2025-01-28,F003,579,170,51,45,96,29,0.0643,0.8364,1118.0,3.6,74.5,D02,Hospital,36,3,N,37.3
2025-01-28,F004,290,111,7,7,68,28,0.0646,0.3968,326.5,0,78.4,D02,Urgent Care,30,8,N,38.3
2025-01-28,F005,641,196,49,52,69,34,0.1093,0.837,1308.8,5.6,73.0,D03,Hospital,11,9,N,36.7
2025-01-28,F006,239,0,0,0,0,30,0.0866,0.0,100.4,0,82.1,D03,Community Clinic,0,9,N,31.6
2025-01-28,F007,520,144,45,45,86,32,0.0665,0.8554,966.8,9.4,78.2,D04,Hospital,30,7,N,28.9
2025-01-28,F008,151,0,0,0,0,22,0.067,0.0,63.4,0,83.3,D04,Community Clinic,0,2,N,20.1
2025-01-28,F009,325,79,25,25,79,29,0.0656,0.7447,605.8,0,77.0,D05,Hospital,27,6,N,25.6
2025-01-28,F010,203,88,3,3,66,29,0.0661,0.5105,232.4,0,79.9,D05,Urgent Care,32,10,N,28.6
2025-01-29,F001,422,125,44,45,73,31,0.0481,0.8251,834.9,1.1,71.8,D01,Hospital,18,7,N,25.8
2025-01-29,F002,197,0,0,0,0,29,0.0565,0.0,82.7,0,81.7,D01,Community Clinic,0,7,N,22.9
2025-01-29,F003,483,135,35,34,82,31,0.085,0.8578,967.9,9.4,70.0,D02,Hospital,22,5,N,37.6
2025-01-29,F004,257,102,7,7,61,25,0.0802,0.4822,299.9,0,73.9,D02,Urgent Care,23,5,N,37.2
2025-01-29,F005,626,150,52,56,70,28,0.0632,0.7418,1268.8,0,77.0,D03,Hospital,12,3,N,28.7
2025-01-29,F006,241,0,0,0,0,29,0.1065,0.0,101.2,0,84.3,D03,Community Clinic,0,8,N,33.5
2025-01-29,F007,504,111,31,33,70,36,0.0635,0.7778,870.7,0,75.4,D04,Hospital,14,11,N,26.9
2025-01-29,F008,202,0,0,0,0,23,0.0623,0.0,84.8,0,82.6,D04,Community Clinic,0,3,N,20.0
2025-01-29,F009,313,70,18,17,60,25,0.0538,0.8242,562.6,0.5,78.6,D05,Hospital,8,2,N,18.2
2025-01-29,F010,206,93,6,6,68,27,0.0507,0.3189,250.8,0,77.7,D05,Urgent Care,34,8,N,26.3
2025-01-30,F001,422,137,39,36,68,33,0.0715,0.8653,826.2,9.9,77.5,D01,Hospital,13,9,N,28.4
2025-01-30,F002,209,0,0,0,0,37,0.0717,0.0,87.8,0,84.8,D01,Community Clinic,0,15,N,28.3
2025-01-30,F003,507,165,41,36,83,31,0.0943,0.8648,1033.6,12.6,69.6,D02,Hospital,23,5,N,38.9
2025-01-30,F004,280,112,8,8,64,30,0.102,0.4484,326.0,0,78.6,D02,Urgent Care,26,10,N,42.8
2025-01-30,F005,562,179,61,55,92,39,0.0782,0.7836,1297.2,0,71.8,D03,Hospital,34,14,N,40.3
2025-01-30,F006,213,0,0,0,0,27,0.0896,0.0,89.5,0,79.9,D03,Community Clinic,0,6,N,30.6
2025-01-30,F007,454,131,31,29,80,25,0.0624,0.8595,862.1,8.1,77.7,D04,Hospital,24,0,N,24.0
2025-01-30,F008,207,0,0,0,0,26,0.0653,0.0,86.9,0,82.9,D04,Community Clinic,0,6,N,21.7
2025-01-30,F009,306,99,26,25,70,25,0.1013,0.8604,618.4,6.2,74.4,D05,Hospital,18,2,N,26.1
2025-01-30,F010,196,83,4,4,61,27,0.0573,0.3617,227.8,0,79.2,D05,Urgent Care,27,8,N,25.5
2025-01-31,F001,414,129,33,33,93,34,0.0647,0.8482,790.2,6.1,76.2,D01,Hospital,38,10,N,33.6
2025-01-31,F002,180,0,0,0,0,32,0.0633,0.0,75.6,0,85.3,D01,Community Clinic,0,10,N,25.0
2025-01-31,F003,530,124,38,37,71,36,0.0836,0.8615,995.3,13.0,72.4,D02,Hospital,11,10,N,37.3
2025-01-31,F004,258,106,4,4,73,28,0.0899,0.4982,292.2,0,73.5,D02,Urgent Care,35,8,N,42.4
2025-01-31,F005,683,214,76,69,81,32,0.0885,0.8263,1457.0,2.4,75.0,D03,Hospital,23,7,N,36.0
2025-01-31,F006,245,0,0,0,0,30,0.0551,0.0,102.9,0,78.9,D03,Community Clinic,0,9,N,27.8
2025-01-31,F007,391,89,24,25,58,27,0.0726,0.8163,759.6,0,80.6,D04,Hospital,2,2,N,21.3
2025-01-31,F008,178,0,0,0,0,29,0.0795,0.0,74.8,0,86.8,D04,Community Clinic,0,9,N,24.8
2025-01-31,F009,354,108,32,31,83,38,0.0583,0.8512,677.3,5.0,74.1,D05,Hospital,31,15,N,29.7
2025-01-31,F010,193,83,4,4,67,22,0.0549,0.4355,226.2,0,78.8,D05,Urgent Care,33,3,N,24.3
2025-02-01,F001,359,110,36,35,76,32,0.0564,0.8046,754.0,0,74.6,D01,Hospital,21,8,N,27.9
2025-02-01,F002,182,0,0,0,0,32,0.0778,0.0,76.4,0,80.7,D01,Community Clinic,0,10,N,26.8
2025-02-01,F003,452,100,27,28,67,32,0.0758,0.7607,885.6,0,76.6,D02,Hospital,7,6,N,33.6
2025-02-01,F004,247,107,4,4,60,30,0.0864,0.459,287.1,0,75.0,D02,Urgent Care,22,10,N,40.0
2025-02-01,F005,534,135,42,45,89,35,0.0657,0.8518,1164.0,6.7,73.3,D03,Hospital,31,10,N,36.4
2025-02-01,F006,193,0,0,0,0,27,0.0511,0.0,81.1,0,79.5,D03,Community Clinic,0,6,N,26.0
2025-02-01,F007,379,107,37,39,70,37,0.0636,0.7794,822.1,0,75.0,D04,Hospital,14,12,N,27.3
2025-02-01,F008,186,0,0,0,0,21,0.0537,0.0,78.1,0,86.0,D04,Community Clinic,0,1,N,18.1
2025-02-01,F009,308,77,25,25,54,32,0.0788,0.7964,594.5,0,76.1,D05,Hospital,2,9,N,23.0
2025-02-01,F010,147,62,4,4,48,33,0.0894,0.4194,180.9,0,79.2,D05,Urgent Care,14,14,N,29.2
2025-02-02,F001,370,110,31,28,75,25,0.0864,0.8179,740.0,0,72.6,D01,Hospital,20,1,N,28.2
2025-02-02,F002,163,0,0,0,0,23,0.0565,0.0,68.5,0,78.9,D01,Community Clinic,0,1,N,20.2
2025-02-02,F003,380,108,34,31,88,30,0.0796,0.8635,881.6,11.9,75.8,D02,Hospital,28,4,N,37.8
2025-02-02,F004,222,93,6,6,63,22,0.0644,0.4729,268.0,0,78.6,D02,Urgent Care,25,2,N,34.4
2025-02-02,F005,577,173,58,52,78,39,0.0848,0.8355,1287.7,4.7,72.6,D03,Hospital,20,14,N,38.0
2025-02-02,F006,177,0,0,0,0,31,0.0719,0.0,74.3,0,80.2,D03,Community Clinic,0,10,N,30.3
2025-02-02,F007,401,132,31,30,79,32,0.054,0.8497,834.0,5.5,76.8,D04,Hospital,23,7,N,25.9
2025-02-02,F008,172,0,0,0,0,31,0.0694,0.0,72.2,0,82.1,D04,Community Clinic,0,11,N,24.5
2025-02-02,F009,268,75,18,19,60,24,0.0627,0.8507,542.6,3.7,78.4,D05,Hospital,8,1,N,18.8
2025-02-02,F010,134,53,2,2,50,25,0.0485,0.4618,157.2,0,76.3,D05,Urgent Care,16,6,N,21.1
2025-02-03,F001,438,100,33,33,67,23,0.0626,0.7811,775.9,0,76.1,D01,Hospital,12,-1,N,23.1
2025-02-03,F002,249,0,0,0,0,35,0.0638,0.0,104.6,0,81.6,D01,Community Clinic,0,13,N,26.5
2025-02-03,F003,582,191,66,64,95,34,0.0899,0.8752,1199.5,12.9,69.5,D02,Hospital,35,8,N,42.4
2025-02-03,F004,224,97,6,6,56,21,0.0786,0.476,273.0,0,77.9,D02,Urgent Care,18,1,N,34.1
2025-02-03,F005,732,219,73,67,83,32,0.0892,0.8532,1476.7,14.6,74.1,D03,Hospital,25,7,N,36.5
2025-02-03,F006,256,0,0,0,0,36,0.0852,0.0,107.5,0,80.7,D03,Community Clinic,0,15,N,34.1
2025-02-03,F007,548,170,47,43,89,34,0.0731,0.8818,1014.9,14.7,71.4,D04,Hospital,33,9,N,31.3
2025-02-03,F008,215,0,0,0,0,26,0.0619,0.0,90.3,0,77.9,D04,Community Clinic,0,6,N,21.3
2025-02-03,F009,364,92,26,24,63,36,0.0359,0.8641,643.6,5.2,71.6,D05,Hospital,11,13,N,21.7
2025-02-03,F010,220,93,6,6,79,33,0.0587,0.3536,258.6,0,77.7,D05,Urgent Care,45,14,N,32.3
2025-02-04,F001,423,110,34,30,72,28,0.0771,0.757,781.1,0,73.8,D01,Hospital,17,4,N,27.7
2025-02-04,F002,179,0,0,0,0,26,0.063,0.0,75.2,0,79.4,D01,Community Clinic,0,4,N,22.3
2025-02-04,F003,521,116,37,37,76,33,0.0763,0.8258,978.8,1.5,74.6,D02,Hospital,16,7,N,36.1
2025-02-04,F004,283,124,6,6,73,30,0.0553,0.4573,331.0,0,73.9,D02,Urgent Care,35,10,N,39.1
2025-02-04,F005,747,242,77,71,99,33,0.0839,0.8613,1522.8,11.8,71.5,D03,Hospital,41,8,N,39.8
2025-02-04,F006,243,0,0,0,0,25,0.0994,0.0,102.1,0,82.3,D03,Community Clinic,0,4,N,30.9
2025-02-04,F007,497,160,53,55,86,33,0.0693,0.9223,1001.4,31.4,73.3,D04,Hospital,30,8,Y,29.7
2025-02-04,F008,219,0,0,0,0,26,0.0647,0.0,92.0,0,84.4,D04,Community Clinic,0,6,N,21.7
2025-02-04,F009,333,112,38,38,82,33,0.0723,0.8496,693.5,4.2,73.5,D05,Hospital,30,10,N,28.9
2025-02-04,F010,174,82,4,4,57,27,0.0688,0.4875,214.8,0,73.4,D05,Urgent Care,23,8,N,26.0
2025-02-05,F001,382,92,25,24,74,29,0.085,0.8016,705.5,0,78.2,D01,Hospital,19,5,N,29.6
2025-02-05,F002,189,0,0,0,0,22,0.0644,0.0,79.4,0,83.7,D01,Community Clinic,0,0,N,20.7
2025-02-05,F003,512,145,49,52,86,39,0.0827,0.8801,1049.3,19.0,75.4,D02,Hospital,26,13,N,41.8
2025-02-05,F004,277,124,4,4,68,28,0.0857,0.4383,319.8,0,75.7,D02,Urgent Care,30,8,N,40.8
2025-02-05,F005,637,161,42,40,80,28,0.077,0.8207,1245.3,0.2,79.5,D03,Hospital,22,3,N,32.6
2025-02-05,F006,256,0,0,0,0,25,0.079,0.0,107.5,0,84.5,D03,Community Clinic,0,4,N,28.4
2025-02-05,F007,473,106,35,31,81,31,0.0807,0.8733,864.9,11.0,72.4,D04,Hospital,25,6,N,29.1
2025-02-05,F008,184,0,0,0,0,25,0.0681,0.0,77.3,0,86.2,D04,Community Clinic,0,5,N,21.6
2025-02-05,F009,311,89,30,28,68,33,0.0616,0.8124,627.6,0,76.4,D05,Hospital,16,10,N,24.5
2025-02-05,F010,193,81,5,5,54,18,0.0485,0.5707,228.3,0,84.2,D05,Urgent Care,20,-1,N,19.3
2025-02-06,F001,410,124,42,41,73,35,0.0784,0.8333,819.3,2.7,72.9,D01,Hospital,18,11,N,31.3
2025-02-06,F002,235,0,0,0,0,32,0.09,0.0,98.7,0,83.5,D01,Community Clinic,0,10,N,28.2
2025-02-06,F003,600,157,39,38,95,42,0.0593,0.836,1069.2,3.9,77.3,D02,Hospital,35,16,N,42.3
2025-02-06,F004,285,127,7,7,76,21,0.0902,0.4818,339.0,0,77.8,D02,Urgent Care,38,1,N,39.9
2025-02-06,F005,712,163,50,53,73,35,0.0701,0.8006,1320.5,0,73.0,D03,Hospital,15,10,N,33.4
2025-02-06,F006,246,0,0,0,0,35,0.0977,0.0,103.3,0,79.6,D03,Community Clinic,0,14,N,35.2
2025-02-06,F007,469,140,50,49,89,35,0.0731,0.8125,955.0,0,78.6,D04,Hospital,33,10,N,31.7
2025-02-06,F008,188,0,0,0,0,31,0.0784,0.0,79.0,0,79.8,D04,Community Clinic,0,11,N,25.6
2025-02-06,F009,309,88,22,20,78,29,0.0716,0.8116,593.5,0,74.2,D05,Hospital,26,6,N,26.1
2025-02-06,F010,190,88,4,4,64,25,0.0628,0.4341,229.3,0,81.9,D05,Urgent Care,30,6,N,25.9
2025-02-07,F001,457,132,32,31,74,34,0.0827,0.7983,812.8,0,78.3,D01,Hospital,19,10,N,31.6
2025-02-07,F002,224,0,0,0,0,29,0.0563,0.0,94.1,0,80.1,D01,Community Clinic,0,7,N,22.9
2025-02-07,F003,445,140,50,47,75,36,0.0697,0.8686,1011.8,13.0,76.6,D02,Hospital,15,10,N,36.5
2025-02-07,F004,254,113,4,4,66,23,0.0709,0.3886,296.6,0,82.5,D02,Urgent Care,28,3,N,36.3
2025-02-07,F005,642,165,45,47,80,23,0.071,0.802,1263.8,0,76.4,D03,Hospital,22,-2,N,30.5
2025-02-07,F006,231,0,0,0,0,28,0.0758,0.0,97.0,0,78.8,D03,Community Clinic,0,7,N,29.4
2025-02-07,F007,466,158,51,48,94,26,0.0619,0.9101,974.4,15.9,73.7,D04,Hospital,38,1,Y,27.4
2025-02-07,F008,207,0,0,0,0,29,0.0695,0.0,86.9,0,85.7,D04,Community Clinic,0,9,N,23.6
2025-02-07,F009,325,80,26,26,63,37,0.0628,0.8487,610.8,5.5,75.7,D05,Hospital,11,14,N,25.4
2025-02-07,F010,169,80,6,6,66,25,0.0566,0.4383,218.1,0,73.2,D05,Urgent Care,32,6,N,25.6
2025-02-08,F001,348,108,27,26,81,34,0.0653,0.8229,710.0,0.5,81.2,D01,Hospital,26,10,N,31.0
2025-02-08,F002,201,0,0,0,0,29,0.0687,0.0,84.4,0,81.3,D01,Community Clinic,0,7,N,24.3
2025-02-08,F003,461,111,32,33,80,36,0.0554,0.8366,921.0,4.8,72.4,D02,Hospital,20,10,N,35.8
2025-02-08,F004,234,100,5,5,50,21,0.0565,0.46,277.3,0,81.4,D02,Urgent Care,12,1,N,30.2
2025-02-08,F005,475,130,44,45,64,22,0.0823,0.8433,1134.8,5.4,79.4,D03,Hospital,6,-3,N,28.3
2025-02-08,F006,212,0,0,0,0,23,0.1012,0.0,89.0,0,82.4,D03,Community Clinic,0,2,N,30.2
2025-02-08,F007,390,114,32,34,66,32,0.0609,0.7978,814.8,0,75.4,D04,Hospital,10,7,N,23.9
2025-02-08,F008,142,0,0,0,0,25,0.0855,0.0,59.6,0,83.0,D04,Community Clinic,0,5,N,23.7
2025-02-08,F009,291,74,18,17,55,29,0.0671,0.812,554.4,0,79.4,D05,Hospital,3,6,N,20.5
2025-02-08,F010,135,62,2,2,41,20,0.0703,0.4286,166.3,0,77.8,D05,Urgent Care,7,1,N,19.5
2025-02-09,F001,340,112,40,36,69,33,0.0885,0.8435,761.4,4.0,72.9,D01,Hospital,14,9,N,30.7
2025-02-09,F002,152,0,0,0,0,25,0.0905,0.0,63.8,0,74.3,D01,Community Clinic,0,3,N,25.2
2025-02-09,F003,405,105,34,32,67,21,0.0811,0.8036,892.5,0,79.7,D02,Hospital,7,-5,N,31.6
2025-02-09,F004,211,99,3,3,70,26,0.0734,0.4445,255.7,0,77.9,D02,Urgent Care,32,6,N,38.8
2025-02-09,F005,499,167,41,44,66,28,0.0715,0.844,1171.1,7.7,78.7,D03,Hospital,8,3,N,28.8
2025-02-09,F006,178,0,0,0,0,26,0.0666,0.0,74.8,0,83.1,D03,Community Clinic,0,5,N,27.4
2025-02-09,F007,367,105,29,27,79,38,0.0633,0.7834,781.6,0,73.3,D04,Hospital,23,13,N,29.7
2025-02-09,F008,158,0,0,0,0,20,0.0715,0.0,66.4,0,85.4,D04,Community Clinic,0,0,N,19.8
2025-02-09,F009,257,72,24,26,52,34,0.08,0.7875,557.8,0,78.0,D05,Hospital,0,11,N,23.6
2025-02-09,F010,138,54,3,3,35,23,0.0701,0.3979,164.4,0,80.5,D05,Urgent Care,1,4,N,19.5
2025-02-10,F001,474,109,31,32,71,33,0.0596,0.8495,796.2,6.0,71.9,D01,Hospital,16,9,N,27.7
2025-02-10,F002,224,0,0,0,0,31,0.0609,0.0,94.1,0,85.0,D01,Community Clinic,0,9,N,24.3
2025-02-10,F003,555,181,49,46,89,30,0.0806,0.8764,1107.2,14.3,76.8,D02,Hospital,29,4,N,38.2
2025-02-10,F004,285,110,8,8,58,30,0.065,0.4944,326.9,0,79.9,D02,Urgent Care,20,10,N,37.0
2025-02-10,F005,747,229,62,67,90,28,0.0849,0.8006,1450.4,0,74.7,D03,Hospital,32,3,N,35.7
2025-02-10,F006,242,0,0,0,0,30,0.0903,0.0,101.6,0,84.8,D03,Community Clinic,0,9,N,32.0
2025-02-10,F007,475,150,37,37,85,33,0.0449,0.8604,915.8,9.3,72.2,D04,Hospital,29,8,N,26.6
2025-02-10,F008,230,0,0,0,0,31,0.0864,0.0,96.6,0,79.5,D04,Community Clinic,0,11,N,26.5
2025-02-10,F009,390,121,30,32,85,39,0.0793,0.913,701.5,13.6,73.2,D05,Hospital,33,16,Y,33.1
2025-02-10,F010,221,87,6,6,70,25,0.1004,0.5666,253.4,0,76.8,D05,Urgent Care,36,6,N,31.8
2025-02-11,F001,444,107,27,25,70,35,0.0632,0.813,761.9,0,72.9,D01,Hospital,15,11,N,28.8
2025-02-11,F002,246,0,0,0,0,35,0.0919,0.0,103.3,0,84.9,D01,Community Clinic,0,13,N,29.8
2025-02-11,F003,516,120,30,32,83,35,0.0675,0.8171,951.8,0,74.0,D02,Hospital,23,9,N,37.5
2025-02-11,F004,284,132,8,8,89,30,0.0886,0.3275,347.2,0,74.1,D02,Urgent Care,51,10,N,46.7
2025-02-11,F005,585,185,61,56,81,36,0.0733,0.7655,1315.5,0,74.9,D03,Hospital,23,11,N,36.0
2025-02-11,F006,280,0,0,0,0,29,0.057,0.0,117.6,0,82.0,D03,Community Clinic,0,8,N,27.6
2025-02-11,F007,451,123,41,43,74,30,0.0864,0.8522,892.9,5.5,75.5,D04,Hospital,18,5,N,27.8
2025-02-11,F008,204,0,0,0,0,30,0.0742,0.0,85.7,0,80.7,D04,Community Clinic,0,10,N,24.6
2025-02-11,F009,287,80,27,28,76,31,0.0466,0.8192,593.9,0,74.5,D05,Hospital,24,8,N,23.6
2025-02-11,F010,214,81,5,5,53,18,0.0513,0.4716,239.8,0,79.8,D05,Urgent Care,19,-1,N,19.4
2025-02-12,F001,398,95,24,23,62,24,0.067,0.8004,713.1,0,80.8,D01,Hospital,7,0,N,22.5
2025-02-12,F002,223,0,0,0,0,25,0.0872,0.0,93.7,0,82.9,D01,Community Clinic,0,3,N,24.8
2025-02-12,F003,561,157,41,42,94,35,0.0782,0.8135,1055.7,0,76.8,D02,Hospital,34,9,N,41.2
2025-02-12,F004,255,101,4,4,61,21,0.0753,0.4077,285.8,0,80.6,D02,Urgent Care,23,1,N,34.8
2025-02-12,F005,630,145,35,30,81,36,0.0663,0.8066,1198.2,0,73.7,D03,Hospital,23,11,N,35.1
2025-02-12,F006,265,0,0,0,0,29,0.0697,0.0,111.3,0,78.4,D03,Community Clinic,0,8,N,29.1
2025-02-12,F007,473,139,47,45,86,31,0.0621,0.8179,944.2,0,79.1,D04,Hospital,30,6,N,28.0
2025-02-12,F008,212,0,0,0,0,30,0.0559,0.0,89.0,0,83.8,D04,Community Clinic,0,10,N,22.4
2025-02-12,F009,370,124,44,47,87,28,0.078,0.9227,749.3,24.3,76.7,D05,Hospital,35,5,Y,28.4
2025-02-12,F010,180,72,3,3,58,28,0.0679,0.4101,204.6,0,75.9,D05,Urgent Care,24,9,N,26.6
2025-02-13,F001,363,113,34,34,85,26,0.0692,0.8181,751.0,0,77.6,D01,Hospital,30,2,N,28.8
2025-02-13,F002,224,0,0,0,0,27,0.074,0.0,94.1,0,82.6,D01,Community Clinic,0,5,N,24.1
2025-02-13,F003,501,134,46,43,83,36,0.0865,0.8055,1020.9,0,73.3,D02,Hospital,23,10,N,40.2
2025-02-13,F004,234,108,6,6,70,31,0.0769,0.4143,288.9,0,71.6,D02,Urgent Care,32,11,N,41.5
2025-02-13,F005,700,187,61,57,65,36,0.0668,0.8612,1380.7,15.5,77.0,D03,Hospital,7,11,N,31.7
2025-02-13,F006,241,0,0,0,0,19,0.0686,0.0,101.2,0,81.8,D03,Community Clinic,0,-2,N,25.4
2025-02-13,F007,463,150,46,45,76,27,0.09,0.8387,945.2,4.3,73.9,D04,Hospital,20,2,N,27.3
2025-02-13,F008,193,0,0,0,0,22,0.0774,0.0,81.1,0,83.4,D04,Community Clinic,0,2,N,21.4
2025-02-13,F009,320,107,29,30,74,25,0.0565,0.7994,645.6,0,76.6,D05,Hospital,22,2,N,21.6
2025-02-13,F010,199,80,4,4,61,27,0.0758,0.3821,226.6,0,74.7,D05,Urgent Care,27,8,N,27.7
2025-02-14,F001,376,112,34,37,78,30,0.088,0.8112,757.2,0,74.4,D01,Hospital,23,6,N,31.3
2025-02-14,F002,181,0,0,0,0,27,0.0838,0.0,76.0,0,84.0,D01,Community Clinic,0,5,N,25.3
2025-02-14,F003,453,114,38,38,80,36,0.0767,0.8371,943.5,4.9,76.2,D02,Hospital,20,10,N,38.4
2025-02-14,F004,287,112,8,8,67,23,0.0827,0.5194,329.9,0,78.2,D02,Urgent Care,29,3,N,38.0
2025-02-14,F005,651,218,75,66,98,39,0.0727,0.8368,1439.2,4.9,72.0,D03,Hospital,40,14,N,41.0
2025-02-14,F006,263,0,0,0,0,23,0.0722,0.0,110.5,0,87.6,D03,Community Clinic,0,2,N,26.7
2025-02-14,F007,430,113,31,29,83,33,0.0488,0.7939,831.9,0,75.4,D04,Hospital,27,8,N,26.6
2025-02-14,F008,191,0,0,0,0,32,0.068,0.0,80.2,0,82.6,D04,Community Clinic,0,12,N,24.8
